user_id,date,playtime,stages_cleared,gacha_pulls,pvp_battles,guild_activities
U000049,01/02,58,28,0,2,1
U000049,01/03,203,30,8,12,4
U000049,01/04,199,5,9,10,0
U000049,01/05,191,28,6,3,4
U000049,01/06,218,22,5,9,0
U000049,01/07,153,31,7,12,0
U000049,01/08,35,18,0,3,1
U000049,01/09,106,28,7,5,4
U000049,01/10,67,31,1,3,4
U000049,01/11,57,34,1,4,0
U000049,01/12,52,31,4,0,4
U000049,01/13,183,25,0,14,2
U000049,01/14,53,32,8,12,2
U000049,01/15,235,32,2,10,2
U000049,01/16,160,31,0,11,2
U000049,01/17,194,33,5,2,4
U000049,01/18,185,23,4,4,3
U000049,01/19,50,25,9,2,1
U000049,01/20,78,36,9,9,0
U000049,01/21,85,21,7,7,3
U000049,01/22,175,37,8,2,3
U000049,01/23,119,31,1,14,3
U000049,01/24,44,33,1,3,4
U000049,01/25,150,26,2,9,2
U000049,01/26,184,37,6,11,2
U000049,01/27,144,29,5,0,0
U000049,01/28,183,36,7,13,3
U000049,01/29,110,8,7,10,4
U000050,11/01,96,39,9,10,2
U000050,11/02,100,36,0,5,0
U000050,11/03,60,25,6,0,3
U000050,11/04,211,31,2,13,3
U000050,11/05,117,33,0,9,2
U000050,11/06,80,20,5,4,1
U000050,11/07,42,26,6,1,4
U000050,11/08,75,26,9,9,1
U000050,11/09,54,34,5,12,0
U000050,11/10,54,5,8,9,2
U000050,11/11,196,31,1,6,2
U000050,11/12,35,8,9,4,0
U000050,11/13,143,8,5,1,2
U000050,11/14,191,5,2,9,0
U000050,11/15,61,15,1,14,3
U000050,11/16,114,37,6,10,2
U000050,11/17,116,18,8,13,2
U000050,11/18,65,23,5,7,4
U000050,11/19,195,8,3,12,2
U000050,11/20,124,23,7,8,2
U000050,11/21,175,15,5,2,1
U000050,11/22,40,9,8,2,3
U000050,11/23,174,18,3,5,2
U000050,11/24,165,10,7,4,0
U000050,11/25,135,34,8,2,1
U000050,11/26,63,34,7,4,4
U000050,11/27,52,20,2,7,1
U000050,11/28,85,13,2,8,2
U000050,11/29,188,20,5,0,1
U000050,11/30,40,15,4,8,1
U000050,12/01,169,30,9,4,4
U000050,12/02,136,26,3,7,0
U000050,12/03,219,23,6,11,1
U000050,12/04,219,17,6,1,0
U000050,12/05,73,13,3,3,1
U000050,12/06,211,9,8,0,3
U000050,12/07,49,11,0,14,3
U000050,12/08,206,11,7,7,4
U000050,12/09,72,15,5,13,2
U000050,12/10,74,17,5,1,4
U000050,12/11,47,15,3,10,2
U000050,12/12,77,23,1,11,0
U000050,12/13,36,7,9,11,4
U000050,12/14,179,27,2,3,2
U000050,12/15,128,35,4,0,1
U000050,12/16,101,24,9,7,3
U000050,12/17,183,21,1,10,1
U000050,12/18,142,37,0,5,0
U000050,12/19,95,17,6,1,3
U000050,12/20,75,34,8,9,2
U000050,12/21,184,13,0,4,3
U000050,12/22,162,33,0,3,3
U000050,12/23,134,5,2,0,4
U000050,12/24,43,10,0,10,1
U000050,12/25,124,7,1,8,0
U000050,12/26,178,38,1,4,4
U000050,12/27,63,38,3,6,3
U000050,12/28,232,28,2,1,2
U000050,12/29,123,39,4,10,1
U000050,12/30,223,20,5,4,1
U000050,12/31,102,17,7,14,0
U000050,01/01,45,11,6,9,4
U000050,01/02,234,36,5,12,3
U000050,01/03,52,29,9,0,0
U000050,01/04,199,15,0,14,1
U000050,01/05,190,31,9,4,1
U000050,01/06,230,30,0,11,2
U000050,01/07,205,21,7,5,2
U000050,01/08,45,5,2,8,3
U000050,01/09,204,17,4,11,1
U000050,01/10,147,17,7,9,4
U000050,01/11,115,39,4,7,3
U000050,01/12,44,25,5,8,2
U000050,01/13,176,14,8,3,2
U000050,01/14,237,9,0,12,0
U000050,01/15,125,32,7,4,3
U000050,01/16,84,16,8,6,1
U000050,01/17,237,17,5,9,1
U000050,01/18,77,39,4,11,0
U000050,01/19,37,30,3,8,3
U000050,01/20,87,24,2,11,0
U000050,01/21,178,14,6,12,4
U000050,01/22,165,28,9,10,4
U000050,01/23,72,34,3,0,1
U000050,01/24,219,26,0,2,3
U000050,01/25,67,30,6,3,0
U000050,01/26,224,12,7,2,2
U000050,01/27,192,18,2,4,2
U000050,01/28,205,12,1,8,3
U000050,01/29,110,15,4,7,2
U000051,11/01,125,20,8,4,4
U000051,11/02,232,12,4,14,1
U000051,11/03,86,8,5,2,1
U000051,11/04,91,37,7,5,0
U000051,11/05,178,7,0,14,4
U000051,11/06,155,14,7,2,2
U000051,11/07,59,28,4,14,0
U000051,11/08,183,29,0,12,3
U000051,11/09,117,6,5,12,1
U000051,11/10,142,37,0,3,3
U000051,11/11,156,17,7,10,2
U000051,11/12,112,26,6,13,0
U000051,11/13,224,5,8,13,0
U000051,11/14,188,37,1,4,2
U000051,11/15,82,6,9,14,4
U000051,11/16,208,7,4,13,0
U000051,11/17,58,31,3,2,0
U000051,11/18,162,8,5,9,2
U000051,11/19,105,18,8,11,1
U000051,11/20,165,30,1,5,2
U000051,11/21,125,19,6,5,0
U000051,11/22,105,17,4,4,1
U000051,11/23,195,18,9,4,3
U000051,11/24,196,12,0,11,3
U000051,11/25,75,25,5,14,3
U000051,11/26,160,9,9,14,3
U000051,11/27,99,38,4,0,2
U000051,11/28,184,10,4,0,1
U000051,11/29,113,31,0,1,0
U000051,11/30,163,33,9,2,0
U000051,12/01,70,27,7,9,2
U000051,12/02,111,32,7,11,2
U000051,12/03,100,17,4,12,2
U000051,12/04,87,23,8,4,2
U000051,12/05,141,13,7,5,1
U000051,12/06,38,19,2,10,3
U000051,12/07,127,15,8,7,1
U000051,12/08,168,12,7,5,0
U000051,12/09,179,37,5,5,0
U000051,12/10,111,26,8,7,4
U000051,12/11,222,16,1,4,2
U000051,12/12,68,16,7,0,0
U000051,12/13,62,36,7,8,3
U000051,12/14,166,25,8,0,2
U000051,12/15,90,7,9,11,1
U000051,12/16,54,30,9,4,1
U000051,12/17,70,21,2,10,0
U000051,12/18,142,35,4,10,1
U000051,12/19,234,37,6,4,3
U000051,12/20,192,24,6,11,0
U000051,12/21,77,6,5,6,4
U000051,12/22,164,36,7,1,2
U000051,12/23,153,11,2,6,4
U000051,12/24,51,5,2,1,2
U000051,12/25,104,18,3,13,1
U000051,12/26,34,38,0,6,4
U000051,12/27,149,16,9,4,4
U000051,12/28,236,39,2,14,1
U000051,12/29,192,11,2,9,2
U000051,12/30,156,33,3,2,2
U000051,12/31,202,29,4,7,3
U000051,01/01,198,36,3,14,0
U000051,01/02,206,9,7,9,4
U000051,01/03,123,8,9,11,0
U000051,01/04,55,10,4,9,4
U000051,01/05,196,37,5,8,1
U000051,01/06,107,19,7,6,2
U000051,01/07,228,31,2,12,0
U000051,01/08,134,23,2,9,3
U000051,01/09,199,16,8,9,1
U000051,01/10,234,29,8,9,3
U000051,01/11,233,36,3,14,4
U000051,01/12,201,17,0,6,4
U000051,01/13,48,31,4,12,0
U000051,01/14,195,20,2,1,3
U000051,01/15,105,8,4,5,4
U000051,01/16,202,36,3,0,4
U000051,01/17,114,21,4,14,4
U000051,01/18,203,27,5,7,3
U000051,01/19,112,35,5,2,2
U000051,01/20,57,20,2,6,3
U000051,01/21,203,39,1,2,1
U000051,01/22,188,36,3,14,0
U000051,01/23,187,17,1,0,0
U000051,01/24,35,38,1,8,3
U000051,01/25,202,5,7,1,4
U000051,01/26,167,39,9,4,1
U000051,01/27,219,15,2,2,3
U000051,01/28,63,24,5,4,0
U000051,01/29,33,34,2,11,3
U000052,11/01,118,23,0,11,4
U000052,11/02,140,33,4,10,4
U000052,11/03,211,34,4,6,0
U000052,11/04,186,14,6,5,3
U000052,11/05,131,18,3,11,1
U000052,11/06,140,20,9,11,0
U000052,11/07,43,5,0,13,3
U000052,11/08,186,18,8,5,0
U000052,11/09,150,25,7,12,2
U000052,11/10,171,35,9,13,4
U000052,11/11,225,39,4,11,3
U000052,11/12,37,29,2,1,2
U000052,11/13,114,18,3,10,0
U000052,11/14,218,37,0,8,0
U000052,11/15,30,13,7,1,3
U000052,11/16,79,27,1,14,3
U000052,11/17,40,13,3,8,1
U000052,11/18,193,22,2,13,4
U000052,11/19,44,13,3,5,2
U000052,11/20,173,34,1,12,1
U000052,11/21,61,27,0,11,4
U000052,11/22,213,10,2,11,0
U000052,11/23,79,33,9,9,0
U000052,11/24,186,32,0,6,3
U000052,11/25,92,38,8,14,2
U000052,11/26,70,37,9,1,1
U000052,11/27,99,31,4,10,2
U000052,11/28,92,19,7,10,3
U000052,11/29,151,39,4,2,4
U000052,11/30,226,10,7,5,0
U000052,12/01,143,27,2,8,4
U000052,12/02,70,26,9,6,4
U000052,12/03,108,18,1,12,2
U000052,12/04,128,23,3,13,0
U000052,12/05,226,28,6,9,2
U000052,12/06,216,20,3,3,2
U000052,12/07,180,19,7,8,0
U000052,12/08,144,9,4,4,1
U000052,12/09,64,17,8,3,3
U000052,12/10,103,30,6,6,2
U000052,12/11,44,8,1,14,0
U000052,12/12,172,12,5,12,0
U000052,12/13,39,36,6,10,0
U000052,12/14,197,18,2,0,0
U000052,12/15,76,33,6,3,1
U000052,12/16,80,6,5,10,3
U000052,12/17,221,26,6,12,0
U000052,12/18,203,9,9,11,3
U000052,12/19,97,22,5,3,0
U000052,12/20,154,22,4,4,0
U000052,12/21,133,8,3,6,1
U000052,12/22,190,36,4,9,0
U000052,12/23,93,35,1,12,2
U000052,12/24,193,30,7,5,4
U000052,12/25,104,26,3,5,0
U000052,12/26,221,10,3,4,1
U000052,12/27,95,30,2,10,0
U000052,12/28,49,11,3,1,3
U000052,12/29,189,23,8,3,0
U000052,12/30,177,30,0,14,2
U000052,12/31,97,19,3,11,1
U000052,01/01,218,30,4,0,0
U000052,01/02,162,18,4,7,3
U000052,01/03,91,22,8,10,2
U000052,01/04,130,15,4,5,2
U000052,01/05,56,35,4,9,0
U000052,01/06,128,18,7,10,4
U000052,01/07,54,14,4,1,3
U000052,01/08,90,10,4,13,4
U000052,01/09,208,29,8,9,4
U000052,01/10,169,34,8,8,1
U000052,01/11,62,6,9,5,0
U000052,01/12,166,17,2,14,1
U000052,01/13,203,27,4,8,1
U000052,01/14,213,30,5,13,3
U000052,01/15,107,39,7,3,0
U000052,01/16,183,19,6,8,4
U000052,01/17,98,13,3,7,2
U000052,01/18,116,34,7,12,4
U000052,01/19,94,5,5,10,4
U000052,01/20,131,31,7,1,2
U000052,01/21,58,36,6,7,0
U000052,01/22,127,23,3,9,1
U000052,01/23,66,36,9,12,4
U000052,01/24,131,22,1,12,4
U000052,01/25,169,14,3,10,1
U000052,01/26,193,7,0,9,4
U000052,01/27,162,9,8,13,2
U000052,01/28,71,22,8,11,0
U000052,01/29,77,37,9,6,1
U000053,11/01,123,34,4,11,4
U000053,11/02,60,33,7,2,0
U000053,11/03,106,26,8,6,1
U000053,11/04,202,8,9,4,1
U000053,11/05,194,37,5,12,1
U000053,11/06,194,18,1,2,2
U000053,11/07,221,33,1,6,4
U000053,11/08,209,28,9,3,3
U000053,11/09,151,6,2,6,2
U000053,11/10,83,37,5,1,2
U000053,11/11,109,32,0,0,0
U000053,11/12,32,11,7,12,4
U000053,11/13,161,12,9,5,4
U000053,11/14,190,30,5,4,3
U000053,11/15,62,5,8,13,4
U000053,11/16,63,5,7,10,0
U000053,11/17,105,39,0,13,1
U000053,11/18,217,15,0,8,1
U000053,11/19,127,39,7,9,4
U000053,11/20,59,21,5,12,4
U000053,11/21,170,37,5,3,2
U000053,11/22,117,26,3,4,0
U000053,11/23,192,37,2,10,4
U000053,11/24,182,22,1,0,1
U000053,11/25,146,24,2,5,4
U000053,11/26,227,12,7,9,1
U000053,11/27,218,33,6,9,3
U000053,11/28,226,17,4,14,3
U000053,11/29,208,37,6,13,4
U000053,11/30,173,10,9,1,3
U000053,12/01,51,12,4,1,4
U000053,12/02,53,19,1,5,3
U000053,12/03,54,13,7,0,0
U000053,12/04,50,9,5,14,2
U000053,12/05,40,17,6,13,1
U000053,12/06,111,26,8,9,4
U000053,12/07,215,32,5,14,0
U000053,12/08,149,34,9,2,0
U000053,12/09,197,19,2,10,1
U000053,12/10,174,20,2,11,4
U000053,12/11,92,15,7,3,4
U000053,12/12,217,37,9,12,1
U000053,12/13,39,29,4,10,0
U000053,12/14,76,20,5,13,4
U000053,12/15,226,14,1,11,0
U000053,12/16,239,33,7,10,1
U000053,12/17,190,11,8,2,0
U000053,12/18,232,32,8,0,1
U000053,12/19,162,21,1,10,2
U000053,12/20,207,23,9,9,4
U000053,12/21,213,34,6,4,3
U000053,12/22,236,30,4,2,3
U000053,12/23,97,9,3,0,0
U000053,12/24,62,19,4,9,0
U000053,12/25,50,29,7,9,0
U000053,12/26,123,11,3,10,3
U000053,12/27,100,6,8,1,4
U000053,12/28,39,23,9,3,4
U000053,12/29,161,16,9,2,4
U000053,12/30,155,21,6,3,3
U000053,12/31,201,19,1,8,2
U000053,01/01,99,28,0,1,0
U000053,01/02,109,6,8,1,1
U000053,01/03,69,17,1,3,0
U000053,01/04,143,30,4,14,2
U000053,01/05,233,26,1,14,4
U000053,01/06,110,32,2,5,2
U000053,01/07,182,35,0,9,0
U000053,01/08,77,9,7,3,0
U000053,01/09,168,20,5,10,2
U000053,01/10,91,21,4,12,1
U000053,01/11,62,33,6,0,0
U000053,01/12,200,24,5,2,0
U000053,01/13,137,9,0,8,3
U000053,01/14,182,22,1,0,4
U000053,01/15,39,10,6,14,0
U000053,01/16,121,15,2,12,4
U000053,01/17,192,27,6,11,4
U000053,01/18,164,25,2,1,3
U000053,01/19,134,6,1,2,4
U000053,01/20,118,39,7,7,4
U000053,01/21,230,19,9,13,1
U000053,01/22,124,22,4,3,4
U000053,01/23,220,31,7,7,2
U000053,01/24,39,34,8,9,2
U000053,01/25,45,18,4,4,1
U000053,01/26,182,15,4,11,3
U000053,01/27,216,8,4,11,3
U000053,01/28,34,6,4,1,1
U000053,01/29,142,10,4,12,1
U000054,11/01,185,28,8,1,0
U000054,11/02,205,35,9,4,2
U000054,11/03,216,25,3,9,2
U000054,11/04,224,5,1,9,1
U000054,11/05,227,32,0,4,0
U000054,11/06,216,37,9,3,4
U000054,11/07,97,35,5,13,3
U000054,11/08,155,10,4,7,0
U000054,11/09,75,30,4,12,0
U000054,11/10,76,36,3,13,1
U000054,11/11,56,10,8,7,0
U000054,11/12,236,8,8,6,0
U000054,11/13,148,19,4,13,2
U000054,11/14,52,32,0,13,3
U000054,11/15,45,30,6,9,3
U000054,11/16,189,17,5,8,1
U000054,11/17,96,15,3,4,3
U000054,11/18,113,11,2,6,1
U000054,11/19,231,16,9,10,2
U000054,11/20,82,34,9,11,4
U000054,11/21,104,35,7,7,4
U000054,11/22,134,19,3,6,2
U000054,11/23,221,15,6,7,0
U000054,11/24,161,20,8,4,4
U000054,11/25,54,33,9,14,0
U000054,11/26,170,37,7,5,3
U000054,11/27,189,24,5,1,2
U000054,11/28,105,28,1,3,3
U000054,11/29,33,12,6,10,2
U000054,11/30,90,14,1,2,1
U000054,12/01,198,24,4,7,4
U000054,12/02,235,34,0,14,4
U000054,12/03,96,10,8,2,3
U000054,12/04,30,12,4,13,3
U000054,12/05,191,10,2,4,3
U000054,12/06,198,21,9,11,0
U000054,12/07,67,6,0,12,1
U000054,12/08,43,34,0,10,3
U000054,12/09,33,26,1,14,3
U000054,12/10,153,5,6,1,0
U000054,12/11,224,15,5,8,1
U000054,12/12,133,23,1,3,0
U000054,12/13,222,19,1,8,3
U000054,12/14,58,14,2,4,4
U000054,12/15,41,10,9,8,1
U000054,12/16,33,39,0,9,3
U000054,12/17,164,33,3,2,0
U000054,12/18,98,16,6,6,0
U000054,12/19,35,8,7,12,2
U000054,12/20,214,26,2,4,3
U000054,12/21,31,27,6,12,4
U000054,12/22,122,20,5,7,1
U000054,12/23,166,32,0,14,1
U000054,12/24,99,39,1,8,2
U000054,12/25,208,5,3,10,1
U000054,12/26,159,36,2,13,3
U000054,12/27,80,31,7,7,3
U000054,12/28,133,9,6,2,4
U000054,12/29,141,8,5,12,4
U000054,12/30,95,23,5,4,2
U000054,12/31,101,5,1,5,4
U000054,01/01,228,27,2,10,3
U000054,01/02,51,5,4,3,3
U000054,01/03,134,8,4,7,4
U000054,01/04,199,28,9,8,1
U000054,01/05,179,11,9,2,2
U000054,01/06,121,30,5,7,3
U000054,01/07,164,29,2,1,4
U000054,01/08,154,21,0,7,1
U000054,01/09,207,13,1,13,3
U000054,01/10,41,7,1,2,0
U000054,01/11,53,17,7,13,1
U000054,01/12,176,39,6,0,1
U000054,01/13,31,11,8,1,2
U000054,01/14,63,30,0,12,3
U000054,01/15,190,8,7,8,1
U000054,01/16,206,26,1,7,1
U000054,01/17,234,37,1,2,1
U000054,01/18,123,20,7,2,1
U000054,01/19,172,33,0,8,2
U000054,01/20,63,26,2,3,4
U000054,01/21,69,10,3,2,0
U000054,01/22,83,16,0,14,1
U000054,01/23,142,32,2,0,0
U000054,01/24,100,19,0,12,0
U000054,01/25,70,39,2,2,2
U000054,01/26,238,5,5,9,4
U000054,01/27,157,35,4,3,0
U000054,01/28,106,18,0,14,3
U000054,01/29,49,39,5,12,3
U000055,11/01,187,20,1,7,2
U000055,11/02,202,33,4,6,0
U000055,11/03,85,32,5,0,2
U000055,11/04,134,14,6,14,0
U000055,11/05,200,9,6,3,4
U000055,11/06,239,35,1,14,4
U000055,11/07,115,36,5,13,4
U000055,11/08,119,33,2,13,2
U000055,11/09,51,34,4,13,0
U000055,11/10,141,14,7,8,4
U000055,11/11,112,27,3,7,1
U000055,11/12,76,33,7,13,4
U000055,11/13,67,38,8,3,4
U000055,11/14,197,14,1,10,4
U000055,11/15,45,32,1,13,4
U000055,11/16,30,17,3,6,4
U000055,11/17,195,14,6,4,3
U000055,11/18,80,13,3,2,3
U000055,11/19,198,33,1,9,0
U000055,11/20,193,8,1,14,3
U000055,11/21,196,19,6,3,3
U000055,11/22,189,34,4,11,3
U000055,11/23,42,17,7,10,4
U000055,11/24,147,18,3,12,0
U000055,11/25,208,29,5,8,2
U000055,11/26,168,10,9,11,1
U000055,11/27,148,32,4,8,1
U000055,11/28,160,34,4,10,3
U000055,11/29,54,18,3,8,4
U000055,11/30,78,5,3,7,2
U000055,12/01,93,18,3,8,1
U000055,12/02,49,30,5,2,2
U000055,12/03,226,20,8,8,0
U000055,12/04,187,6,9,13,1
U000055,12/05,139,38,3,14,4
U000055,12/06,35,32,8,9,1
U000055,12/07,186,20,6,3,0
U000055,12/08,233,25,4,8,4
U000055,12/09,187,13,8,5,0
U000055,12/10,140,38,8,3,3
U000055,12/11,205,29,8,2,1
U000055,12/12,96,10,4,2,3
U000055,12/13,156,32,4,7,4
U000055,12/14,151,25,0,2,4
U000055,12/15,167,38,8,10,0
U000055,12/16,96,11,4,8,4
U000055,12/17,203,15,2,7,4
U000055,12/18,71,13,2,0,0
U000055,12/19,81,16,9,11,0
U000055,12/20,174,34,7,11,0
U000055,12/21,218,19,7,7,1
U000055,12/22,38,13,6,2,1
U000055,12/23,126,23,4,0,0
U000055,12/24,166,28,5,8,4
U000055,12/25,38,14,8,4,4
U000055,12/26,218,37,1,14,0
U000055,12/27,236,6,2,1,0
U000055,12/28,149,34,4,12,2
U000055,12/29,226,12,7,0,2
U000055,12/30,75,31,3,6,3
U000055,12/31,83,9,6,0,3
U000055,01/01,225,29,2,10,3
U000055,01/02,64,20,8,5,0
U000055,01/03,133,31,0,6,4
U000055,01/04,140,19,7,6,0
U000055,01/05,36,22,9,14,3
U000055,01/06,193,5,7,9,1
U000055,01/07,156,15,5,6,1
U000055,01/08,174,15,4,10,3
U000055,01/09,179,32,0,7,3
U000055,01/10,155,25,4,11,0
U000055,01/11,110,10,5,1,1
U000055,01/12,194,31,4,4,0
U000055,01/13,100,39,6,14,3
U000055,01/14,36,20,1,11,1
U000055,01/15,209,25,3,11,1
U000055,01/16,185,18,4,5,3
U000055,01/17,189,20,4,11,0
U000055,01/18,223,9,8,2,1
U000055,01/19,92,39,6,0,1
U000055,01/20,215,19,3,9,4
U000055,01/21,172,37,5,5,4
U000055,01/22,231,16,5,5,3
U000055,01/23,143,9,2,2,2
U000055,01/24,228,12,3,2,0
U000055,01/25,38,32,2,13,4
U000055,01/26,126,10,1,6,1
U000055,01/27,123,7,2,13,3
U000055,01/28,53,18,7,6,2
U000055,01/29,188,26,9,8,2
U000056,11/01,178,25,4,5,4
U000056,11/02,67,31,0,1,3
U000056,11/03,174,34,3,12,0
U000056,11/04,200,36,2,1,4
U000056,11/05,57,24,8,9,2
U000056,11/06,180,21,0,0,1
U000056,11/07,218,14,2,8,3
U000056,11/08,150,28,7,10,3
U000056,11/09,178,28,7,0,3
U000056,11/10,98,28,0,9,4
U000056,11/11,33,10,8,1,1
U000056,11/12,208,35,0,9,4
U000056,11/13,129,34,0,1,3
U000056,11/14,89,26,4,1,0
U000056,11/15,223,7,3,10,0
U000056,11/16,165,30,3,1,1
U000056,11/17,48,15,3,3,2
U000056,11/18,182,17,0,3,0
U000056,11/19,60,21,0,5,1
U000056,11/20,159,25,2,7,3
U000056,11/21,75,27,4,14,0
U000056,11/22,203,31,0,14,0
U000056,11/23,216,9,2,2,1
U000056,11/24,136,21,2,3,3
U000056,11/25,206,36,3,5,1
U000056,11/26,54,14,1,14,4
U000056,11/27,174,30,8,6,1
U000056,11/28,164,9,5,8,1
U000056,11/29,76,8,2,4,4
U000056,11/30,156,15,5,3,2
U000056,12/01,163,9,8,4,1
U000056,12/02,113,8,0,12,4
U000056,12/03,117,9,6,2,4
U000056,12/04,165,39,5,2,2
U000056,12/05,205,22,7,12,0
U000056,12/06,37,35,6,1,3
U000056,12/07,234,18,0,1,3
U000056,12/08,61,38,4,6,3
U000056,12/09,51,30,7,4,1
U000056,12/10,222,18,5,12,3
U000056,12/11,92,34,9,8,0
U000056,12/12,222,15,1,9,2
U000056,12/13,199,39,2,3,1
U000056,12/14,63,39,5,11,1
U000056,12/15,157,6,8,5,0
U000056,12/16,90,30,3,12,3
U000056,12/17,125,32,6,3,4
U000056,12/18,52,8,3,11,3
U000056,12/19,167,28,9,5,0
U000056,12/20,130,12,4,8,3
U000056,12/21,91,35,1,12,1
U000056,12/22,167,12,4,6,2
U000056,12/23,34,29,3,1,4
U000056,12/24,63,7,8,12,4
U000056,12/25,222,28,1,12,1
U000056,12/26,150,29,5,11,1
U000056,12/27,76,11,6,7,4
U000056,12/28,219,23,2,9,0
U000056,12/29,41,26,0,10,1
U000056,12/30,165,10,1,5,2
U000056,12/31,85,16,6,14,1
U000056,01/01,162,5,5,10,4
U000056,01/02,46,24,8,0,4
U000056,01/03,109,9,7,12,4
U000056,01/04,157,13,6,3,0
U000056,01/05,199,16,5,8,0
U000056,01/06,195,10,3,1,4
U000056,01/07,103,37,4,13,4
U000056,01/08,52,39,1,5,4
U000056,01/09,217,36,1,4,3
U000056,01/10,195,10,5,10,3
U000056,01/11,93,28,7,13,4
U000056,01/12,157,21,8,13,1
U000056,01/13,57,14,2,14,4
U000056,01/14,158,5,2,8,4
U000056,01/15,42,26,8,14,0
U000056,01/16,177,27,2,6,0
U000056,01/17,170,5,2,9,2
U000056,01/18,199,31,8,0,0
U000056,01/19,212,20,2,8,2
U000056,01/20,194,26,4,3,4
U000056,01/21,31,32,4,14,4
U000056,01/22,58,19,3,10,4
U000056,01/23,182,39,9,14,4
U000056,01/24,47,20,9,5,2
U000056,01/25,193,9,2,0,2
U000056,01/26,232,6,5,2,2
U000056,01/27,97,31,8,1,0
U000056,01/28,117,17,3,5,2
U000056,01/29,234,33,5,8,2
U000057,11/01,174,13,7,6,2
U000057,11/02,102,28,9,14,0
U000057,11/03,103,26,5,2,4
U000057,11/04,81,32,9,5,1
U000057,11/05,57,24,8,4,1
U000057,11/06,43,14,6,10,3
U000057,11/07,114,26,9,9,3
U000057,11/08,126,30,1,5,3
U000057,11/09,203,24,0,2,2
U000057,11/10,202,28,5,0,2
U000057,11/11,47,35,8,8,4
U000057,11/12,35,9,3,8,2
U000057,11/13,31,30,3,14,4
U000057,11/14,51,21,9,1,1
U000057,11/15,121,15,7,2,0
U000057,11/16,203,21,4,0,0
U000057,11/17,237,35,3,6,4
U000057,11/18,174,8,9,5,0
U000057,11/19,146,8,8,8,2
U000057,11/20,226,7,8,6,1
U000057,11/21,55,13,9,3,2
U000057,11/22,234,39,9,6,4
U000057,11/23,199,23,1,8,0
U000057,11/24,61,16,5,0,1
U000057,11/25,230,8,4,11,2
U000057,11/26,139,10,4,13,3
U000057,11/27,104,29,1,14,4
U000057,11/28,225,17,6,9,3
U000057,11/29,49,24,8,4,0
U000057,11/30,158,32,5,5,4
U000057,12/01,66,39,5,8,0
U000057,12/02,72,32,6,9,1
U000057,12/03,116,13,4,9,3
U000057,12/04,51,38,1,5,3
U000057,12/05,89,29,2,8,2
U000057,12/06,140,25,6,10,3
U000057,12/07,174,33,6,5,2
U000057,12/08,82,13,9,6,0
U000057,12/09,51,16,0,2,2
U000057,12/10,84,31,6,3,0
U000057,12/11,215,11,7,7,2
U000057,12/12,148,32,5,13,4
U000057,12/13,167,10,0,1,4
U000057,12/14,134,5,4,10,3
U000057,12/15,210,5,4,2,3
U000057,12/16,186,26,4,8,3
U000057,12/17,140,29,0,2,3
U000057,12/18,75,23,3,3,4
U000057,12/19,160,21,4,2,0
U000057,12/20,69,39,9,7,4
U000057,12/21,124,33,6,14,4
U000057,12/22,223,23,1,9,1
U000057,12/23,95,14,9,4,0
U000057,12/24,113,18,6,3,3
U000057,12/25,187,30,4,9,2
U000057,12/26,141,21,4,1,1
U000057,12/27,82,37,8,13,4
U000057,12/28,232,20,4,14,1
U000057,12/29,52,11,8,5,0
U000057,12/30,151,32,5,14,0
U000057,12/31,122,39,9,7,2
U000057,01/01,230,26,5,1,4
U000057,01/02,94,22,6,6,0
U000057,01/03,218,19,0,4,0
U000057,01/04,143,21,3,10,4
U000057,01/05,177,15,6,8,0
U000057,01/06,64,33,0,7,3
U000057,01/07,88,19,1,6,3
U000057,01/08,194,10,0,8,3
U000057,01/09,47,11,7,12,0
U000057,01/10,112,25,8,3,4
U000057,01/11,217,32,9,5,4
U000057,01/12,122,25,9,4,3
U000057,01/13,98,33,9,10,3
U000057,01/14,82,21,8,11,2
U000057,01/15,96,27,6,3,0
U000057,01/16,141,11,7,11,1
U000057,01/17,84,23,4,2,1
U000057,01/18,79,14,3,3,0
U000057,01/19,99,20,9,7,0
U000057,01/20,169,32,4,12,3
U000057,01/21,169,35,2,11,1
U000057,01/22,96,9,8,10,1
U000057,01/23,99,24,8,4,4
U000057,01/24,170,25,2,7,3
U000057,01/25,89,20,7,5,4
U000057,01/26,91,31,6,8,1
U000057,01/27,74,11,8,10,3
U000057,01/28,68,30,3,3,3
U000057,01/29,116,16,0,8,0
U000058,11/01,128,10,3,1,3
U000058,11/02,237,22,2,1,3
U000058,11/03,229,32,1,9,1
U000058,11/04,171,14,2,10,0
U000058,11/05,121,30,3,5,4
U000058,11/06,236,39,5,7,0
U000058,11/07,113,24,8,14,3
U000058,11/08,133,11,3,5,0
U000058,11/09,30,18,4,5,4
U000058,11/10,163,39,9,3,0
U000058,11/11,148,10,5,1,2
U000058,11/12,103,5,2,12,3
U000058,11/13,65,24,0,1,2
U000058,11/14,191,37,0,7,2
U000058,11/15,159,24,8,11,1
U000058,11/16,65,20,9,3,0
U000058,11/17,235,37,5,4,0
U000058,11/18,165,32,6,13,1
U000058,11/19,93,31,0,4,2
U000058,11/20,155,30,9,6,3
U000058,11/21,175,31,9,14,3
U000058,11/22,133,6,6,7,0
U000058,11/23,166,30,5,12,1
U000058,11/24,88,25,0,6,1
U000058,11/25,114,9,1,11,0
U000058,11/26,146,31,1,4,0
U000058,11/27,238,16,4,6,4
