log_id,user_id,event_type,event_date,detail
LOG00031576,U000406,gacha_pull,2024-11-10,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00031577,U000684,gacha_pull,2024-08-24,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00031578,U000044,guild_activity,2024-10-06,{}
LOG00031579,U000435,stage_clear,2024-06-19,"{""stage"": 230, ""stars"": 2}"
LOG00031580,U000876,cookie_upgrade,2024-06-27,{}
LOG00031581,U000906,stage_clear,2024-06-09,"{""stage"": 213, ""stars"": 3}"
LOG00031582,U000485,guild_activity,2024-08-25,{}
LOG00031583,U000276,cookie_upgrade,2024-07-23,{}
LOG00031584,U000921,stage_clear,2024-08-27,"{""stage"": 159, ""stars"": 1}"
LOG00031585,U000723,shop_purchase,2024-09-21,{}
LOG00031586,U000938,guild_activity,2024-09-26,{}
LOG00031587,U000851,cookie_upgrade,2024-10-05,{}
LOG00031588,U000649,pvp_battle,2024-07-31,"{""result"": ""lose""}"
LOG00031589,U000194,pvp_battle,2024-06-05,"{""result"": ""win""}"
LOG00031590,U000584,stage_clear,2024-10-07,"{""stage"": 429, ""stars"": 3}"
LOG00031591,U000840,stage_clear,2024-10-15,"{""stage"": 312, ""stars"": 1}"
LOG00031592,U000827,pvp_battle,2024-07-13,"{""result"": ""win""}"
LOG00031593,U000548,stage_clear,2024-08-03,"{""stage"": 302, ""stars"": 3}"
LOG00031594,U000152,stage_clear,2024-08-23,"{""stage"": 362, ""stars"": 3}"
LOG00031595,U000377,gacha_pull,2024-10-03,"{""pull_type"": ""single"", ""got_epic"": 1}"
LOG00031596,U000283,cookie_upgrade,2024-10-29,{}
LOG00031597,U000799,shop_purchase,2024-07-03,{}
LOG00031598,U000616,guild_activity,2024-07-27,{}
LOG00031599,U000436,stage_clear,2024-07-10,"{""stage"": 108, ""stars"": 2}"
LOG00031600,U000336,shop_purchase,2024-08-05,{}
LOG00031601,U000935,stage_clear,2024-10-18,"{""stage"": 420, ""stars"": 2}"
LOG00031602,U000415,stage_clear,2024-09-17,"{""stage"": 56, ""stars"": 2}"
LOG00031603,U000117,pvp_battle,2024-09-03,"{""result"": ""win""}"
LOG00031604,U000917,guild_activity,2024-09-07,{}
LOG00031605,U000822,stage_clear,2024-09-06,"{""stage"": 213, ""stars"": 3}"
LOG00031606,U000885,stage_clear,2024-09-03,"{""stage"": 36, ""stars"": 3}"
LOG00031607,U000205,guild_activity,2024-06-03,{}
LOG00031608,U000278,stage_clear,2024-08-27,"{""stage"": 474, ""stars"": 2}"
LOG00031609,U000689,gacha_pull,2024-06-17,"{""pull_type"": ""ten_pull"", ""got_epic"": 1}"
LOG00031610,U000644,stage_clear,2024-08-04,"{""stage"": 367, ""stars"": 3}"
LOG00031611,U000373,stage_clear,2024-07-02,"{""stage"": 315, ""stars"": 1}"
LOG00031612,U000215,stage_clear,2024-11-22,"{""stage"": 308, ""stars"": 3}"
LOG00031613,U000727,cookie_upgrade,2024-09-02,{}
LOG00031614,U000265,gacha_pull,2024-08-16,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00031615,U000752,cookie_upgrade,2024-11-19,{}
LOG00031616,U000634,guild_activity,2024-11-09,{}
LOG00031617,U000901,stage_clear,2024-07-23,"{""stage"": 394, ""stars"": 3}"
LOG00031618,U000832,gacha_pull,2024-11-18,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00031619,U000962,gacha_pull,2024-08-12,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00031620,U000576,guild_activity,2024-07-26,{}
LOG00031621,U000651,stage_clear,2024-09-06,"{""stage"": 66, ""stars"": 2}"
LOG00031622,U000432,stage_clear,2024-10-19,"{""stage"": 234, ""stars"": 2}"
LOG00031623,U000261,gacha_pull,2024-08-25,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00031624,U000986,cookie_upgrade,2024-09-21,{}
LOG00031625,U000124,stage_clear,2024-07-11,"{""stage"": 64, ""stars"": 3}"
LOG00031626,U000771,cookie_upgrade,2024-11-12,{}
LOG00031627,U000542,stage_clear,2024-11-22,"{""stage"": 423, ""stars"": 2}"
LOG00031628,U000921,gacha_pull,2024-07-11,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00031629,U000754,stage_clear,2024-08-13,"{""stage"": 193, ""stars"": 2}"
LOG00031630,U000258,pvp_battle,2024-06-21,"{""result"": ""win""}"
LOG00031631,U000471,stage_clear,2024-07-17,"{""stage"": 256, ""stars"": 2}"
LOG00031632,U000733,stage_clear,2024-07-06,"{""stage"": 292, ""stars"": 3}"
LOG00031633,U000017,cookie_upgrade,2024-11-12,{}
LOG00031634,U000625,stage_clear,2024-07-21,"{""stage"": 297, ""stars"": 2}"
LOG00031635,U000478,stage_clear,2024-11-16,"{""stage"": 35, ""stars"": 3}"
LOG00031636,U000971,shop_purchase,2024-09-11,{}
LOG00031637,U000860,gacha_pull,2024-09-16,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00031638,U000887,shop_purchase,2024-09-04,{}
LOG00031639,U000239,stage_clear,2024-06-06,"{""stage"": 385, ""stars"": 3}"
LOG00031640,U000512,guild_activity,2024-08-02,{}
LOG00031641,U000537,cookie_upgrade,2024-09-06,{}
LOG00031642,U000960,gacha_pull,2024-11-05,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00031643,U000207,shop_purchase,2024-09-12,{}
LOG00031644,U000917,stage_clear,2024-09-17,"{""stage"": 216, ""stars"": 3}"
LOG00031645,U000312,stage_clear,2024-10-25,"{""stage"": 416, ""stars"": 3}"
LOG00031646,U000402,guild_activity,2024-08-19,{}
LOG00031647,U000472,gacha_pull,2024-07-14,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00031648,U000036,stage_clear,2024-07-31,"{""stage"": 224, ""stars"": 2}"
LOG00031649,U000955,stage_clear,2024-10-23,"{""stage"": 158, ""stars"": 2}"
LOG00031650,U000168,stage_clear,2024-07-22,"{""stage"": 18, ""stars"": 3}"
LOG00031651,U000427,stage_clear,2024-11-02,"{""stage"": 290, ""stars"": 3}"
LOG00031652,U000181,pvp_battle,2024-07-06,"{""result"": ""win""}"
LOG00031653,U000317,cookie_upgrade,2024-07-26,{}
LOG00031654,U000384,cookie_upgrade,2024-11-27,{}
LOG00031655,U000785,pvp_battle,2024-10-27,"{""result"": ""win""}"
LOG00031656,U000126,shop_purchase,2024-06-16,{}
LOG00031657,U000265,stage_clear,2024-07-01,"{""stage"": 82, ""stars"": 2}"
LOG00031658,U000683,gacha_pull,2024-07-14,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00031659,U000390,stage_clear,2024-09-16,"{""stage"": 69, ""stars"": 1}"
LOG00031660,U000220,pvp_battle,2024-11-12,"{""result"": ""win""}"
LOG00031661,U000654,cookie_upgrade,2024-10-18,{}
LOG00031662,U000508,stage_clear,2024-11-07,"{""stage"": 261, ""stars"": 3}"
LOG00031663,U000635,stage_clear,2024-09-07,"{""stage"": 76, ""stars"": 3}"
LOG00031664,U000762,guild_activity,2024-06-06,{}
LOG00031665,U000367,cookie_upgrade,2024-09-13,{}
LOG00031666,U000070,pvp_battle,2024-09-10,"{""result"": ""win""}"
LOG00031667,U000424,pvp_battle,2024-07-14,"{""result"": ""win""}"
LOG00031668,U000010,guild_activity,2024-11-01,{}
LOG00031669,U000704,cookie_upgrade,2024-07-30,{}
LOG00031670,U000044,gacha_pull,2024-10-14,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00031671,U000333,cookie_upgrade,2024-11-05,{}
LOG00031672,U000945,pvp_battle,2024-06-11,"{""result"": ""lose""}"
LOG00031673,U000066,stage_clear,2024-10-19,"{""stage"": 91, ""stars"": 3}"
LOG00031674,U000114,gacha_pull,2024-09-12,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00031675,U000018,cookie_upgrade,2024-11-12,{}
LOG00031676,U000380,gacha_pull,2024-06-30,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00031677,U000153,pvp_battle,2024-06-22,"{""result"": ""win""}"
LOG00031678,U000567,pvp_battle,2024-08-22,"{""result"": ""lose""}"
LOG00031679,U000860,stage_clear,2024-08-26,"{""stage"": 59, ""stars"": 3}"
LOG00031680,U000221,stage_clear,2024-11-12,"{""stage"": 115, ""stars"": 2}"
LOG00031681,U000870,pvp_battle,2024-11-22,"{""result"": ""lose""}"
LOG00031682,U000053,cookie_upgrade,2024-11-21,{}
LOG00031683,U000582,stage_clear,2024-07-26,"{""stage"": 226, ""stars"": 1}"
LOG00031684,U000681,gacha_pull,2024-08-09,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00031685,U000047,cookie_upgrade,2024-11-21,{}
LOG00031686,U000496,stage_clear,2024-06-09,"{""stage"": 248, ""stars"": 3}"
LOG00031687,U000779,cookie_upgrade,2024-11-02,{}
LOG00031688,U000837,stage_clear,2024-09-12,"{""stage"": 495, ""stars"": 3}"
LOG00031689,U000735,cookie_upgrade,2024-11-24,{}
LOG00031690,U000337,cookie_upgrade,2024-10-27,{}
LOG00031691,U000010,shop_purchase,2024-07-13,{}
LOG00031692,U000720,stage_clear,2024-08-27,"{""stage"": 340, ""stars"": 2}"
LOG00031693,U000868,stage_clear,2024-07-13,"{""stage"": 384, ""stars"": 2}"
LOG00031694,U000109,guild_activity,2024-08-05,{}
LOG00031695,U000688,stage_clear,2024-10-12,"{""stage"": 76, ""stars"": 2}"
LOG00031696,U000096,gacha_pull,2024-07-24,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00031697,U000218,stage_clear,2024-08-09,"{""stage"": 59, ""stars"": 1}"
LOG00031698,U000849,stage_clear,2024-07-27,"{""stage"": 252, ""stars"": 3}"
LOG00031699,U000662,stage_clear,2024-10-05,"{""stage"": 414, ""stars"": 3}"
LOG00031700,U000573,gacha_pull,2024-08-13,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00031701,U000477,gacha_pull,2024-08-22,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00031702,U000592,stage_clear,2024-10-31,"{""stage"": 314, ""stars"": 3}"
LOG00031703,U000864,pvp_battle,2024-09-14,"{""result"": ""lose""}"
LOG00031704,U000378,gacha_pull,2024-10-21,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00031705,U000617,stage_clear,2024-08-20,"{""stage"": 364, ""stars"": 3}"
LOG00031706,U000292,stage_clear,2024-09-16,"{""stage"": 270, ""stars"": 3}"
LOG00031707,U000651,shop_purchase,2024-07-04,{}
LOG00031708,U000619,cookie_upgrade,2024-08-10,{}
LOG00031709,U000198,stage_clear,2024-06-06,"{""stage"": 232, ""stars"": 3}"
LOG00031710,U000730,guild_activity,2024-06-22,{}
LOG00031711,U000910,stage_clear,2024-11-01,"{""stage"": 322, ""stars"": 3}"
LOG00031712,U000788,cookie_upgrade,2024-08-23,{}
LOG00031713,U000682,stage_clear,2024-07-10,"{""stage"": 265, ""stars"": 2}"
LOG00031714,U000103,gacha_pull,2024-07-26,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00031715,U000730,stage_clear,2024-08-01,"{""stage"": 287, ""stars"": 3}"
LOG00031716,U000155,shop_purchase,2024-11-27,{}
LOG00031717,U000538,pvp_battle,2024-10-16,"{""result"": ""win""}"
LOG00031718,U000346,gacha_pull,2024-08-15,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00031719,U000941,shop_purchase,2024-10-28,{}
LOG00031720,U000870,shop_purchase,2024-07-27,{}
LOG00031721,U000495,stage_clear,2024-08-05,"{""stage"": 329, ""stars"": 2}"
LOG00031722,U000107,guild_activity,2024-06-16,{}
LOG00031723,U000023,stage_clear,2024-06-01,"{""stage"": 350, ""stars"": 2}"
LOG00031724,U000030,stage_clear,2024-09-07,"{""stage"": 373, ""stars"": 3}"
LOG00031725,U000881,stage_clear,2024-06-05,"{""stage"": 243, ""stars"": 3}"
LOG00031726,U000142,cookie_upgrade,2024-06-26,{}
LOG00031727,U000494,guild_activity,2024-07-07,{}
LOG00031728,U000260,stage_clear,2024-07-28,"{""stage"": 398, ""stars"": 1}"
LOG00031729,U000361,cookie_upgrade,2024-10-04,{}
LOG00031730,U000185,stage_clear,2024-08-23,"{""stage"": 467, ""stars"": 2}"
LOG00031731,U000173,cookie_upgrade,2024-11-26,{}
LOG00031732,U000209,shop_purchase,2024-06-06,{}
LOG00031733,U000930,pvp_battle,2024-07-29,"{""result"": ""win""}"
LOG00031734,U000691,pvp_battle,2024-08-22,"{""result"": ""lose""}"
LOG00031735,U000474,stage_clear,2024-11-08,"{""stage"": 426, ""stars"": 3}"
LOG00031736,U000657,pvp_battle,2024-08-20,"{""result"": ""win""}"
LOG00031737,U000464,stage_clear,2024-09-14,"{""stage"": 467, ""stars"": 2}"
LOG00031738,U000035,stage_clear,2024-06-02,"{""stage"": 91, ""stars"": 2}"
LOG00031739,U000220,stage_clear,2024-09-12,"{""stage"": 171, ""stars"": 3}"
LOG00031740,U000662,shop_purchase,2024-10-23,{}
LOG00031741,U000786,pvp_battle,2024-06-24,"{""result"": ""win""}"
LOG00031742,U000110,pvp_battle,2024-08-01,"{""result"": ""win""}"
LOG00031743,U000416,stage_clear,2024-11-14,"{""stage"": 403, ""stars"": 3}"
LOG00031744,U000263,shop_purchase,2024-07-29,{}
LOG00031745,U000996,stage_clear,2024-07-21,"{""stage"": 172, ""stars"": 2}"
LOG00031746,U000929,stage_clear,2024-06-05,"{""stage"": 138, ""stars"": 1}"
LOG00031747,U000796,stage_clear,2024-10-16,"{""stage"": 378, ""stars"": 3}"
LOG00031748,U000014,pvp_battle,2024-08-12,"{""result"": ""win""}"
LOG00031749,U000035,guild_activity,2024-11-22,{}
LOG00031750,U000581,cookie_upgrade,2024-06-14,{}
LOG00031751,U000426,cookie_upgrade,2024-09-23,{}
LOG00031752,U000075,shop_purchase,2024-06-10,{}
LOG00031753,U000016,stage_clear,2024-06-21,"{""stage"": 425, ""stars"": 3}"
LOG00031754,U000444,stage_clear,2024-08-18,"{""stage"": 242, ""stars"": 3}"
LOG00031755,U000549,stage_clear,2024-08-20,"{""stage"": 416, ""stars"": 1}"
LOG00031756,U000585,cookie_upgrade,2024-10-25,{}
LOG00031757,U000350,gacha_pull,2024-07-12,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00031758,U000505,pvp_battle,2024-07-30,"{""result"": ""lose""}"
LOG00031759,U000123,gacha_pull,2024-10-02,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00031760,U000607,guild_activity,2024-11-09,{}
LOG00031761,U000027,stage_clear,2024-08-31,"{""stage"": 381, ""stars"": 2}"
LOG00031762,U000888,gacha_pull,2024-11-05,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00031763,U000486,pvp_battle,2024-07-07,"{""result"": ""lose""}"
LOG00031764,U000754,guild_activity,2024-08-07,{}
LOG00031765,U000602,shop_purchase,2024-08-15,{}
LOG00031766,U000556,guild_activity,2024-08-02,{}
LOG00031767,U000102,stage_clear,2024-09-03,"{""stage"": 96, ""stars"": 2}"
LOG00031768,U000110,stage_clear,2024-10-31,"{""stage"": 291, ""stars"": 1}"
LOG00031769,U000129,stage_clear,2024-09-22,"{""stage"": 329, ""stars"": 2}"
LOG00031770,U000843,stage_clear,2024-07-04,"{""stage"": 121, ""stars"": 1}"
LOG00031771,U000947,cookie_upgrade,2024-11-15,{}
LOG00031772,U000535,gacha_pull,2024-06-04,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00031773,U000624,stage_clear,2024-11-20,"{""stage"": 489, ""stars"": 3}"
LOG00031774,U000956,stage_clear,2024-07-27,"{""stage"": 278, ""stars"": 2}"
LOG00031775,U000646,stage_clear,2024-09-12,"{""stage"": 220, ""stars"": 2}"
LOG00031776,U000574,stage_clear,2024-07-26,"{""stage"": 381, ""stars"": 3}"
LOG00031777,U000627,cookie_upgrade,2024-11-04,{}
LOG00031778,U000842,cookie_upgrade,2024-08-16,{}
LOG00031779,U000585,shop_purchase,2024-07-03,{}
LOG00031780,U000781,stage_clear,2024-11-11,"{""stage"": 295, ""stars"": 1}"
LOG00031781,U000559,gacha_pull,2024-06-01,"{""pull_type"": ""single"", ""got_epic"": 1}"
LOG00031782,U000436,pvp_battle,2024-11-07,"{""result"": ""lose""}"
LOG00031783,U000776,stage_clear,2024-06-20,"{""stage"": 324, ""stars"": 3}"
LOG00031784,U000650,stage_clear,2024-11-23,"{""stage"": 361, ""stars"": 1}"
LOG00031785,U000232,shop_purchase,2024-10-08,{}
LOG00031786,U000961,guild_activity,2024-08-07,{}
LOG00031787,U000522,stage_clear,2024-11-24,"{""stage"": 495, ""stars"": 2}"
LOG00031788,U000093,shop_purchase,2024-09-04,{}
LOG00031789,U000663,stage_clear,2024-11-13,"{""stage"": 160, ""stars"": 1}"
LOG00031790,U000761,pvp_battle,2024-07-04,"{""result"": ""win""}"
LOG00031791,U000691,stage_clear,2024-11-14,"{""stage"": 499, ""stars"": 2}"
LOG00031792,U000928,stage_clear,2024-07-11,"{""stage"": 65, ""stars"": 3}"
LOG00031793,U000031,gacha_pull,2024-07-16,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00031794,U000330,stage_clear,2024-07-04,"{""stage"": 130, ""stars"": 2}"
LOG00031795,U000225,cookie_upgrade,2024-09-07,{}
LOG00031796,U000217,pvp_battle,2024-06-30,"{""result"": ""lose""}"
LOG00031797,U000260,guild_activity,2024-07-07,{}
LOG00031798,U000237,stage_clear,2024-10-03,"{""stage"": 239, ""stars"": 3}"
LOG00031799,U000762,stage_clear,2024-10-28,"{""stage"": 200, ""stars"": 2}"
LOG00031800,U000011,gacha_pull,2024-06-22,"{""pull_type"": ""ten_pull"", ""got_epic"": 1}"
LOG00031801,U000208,stage_clear,2024-10-21,"{""stage"": 380, ""stars"": 1}"
LOG00031802,U000140,pvp_battle,2024-10-31,"{""result"": ""win""}"
LOG00031803,U000872,pvp_battle,2024-11-04,"{""result"": ""win""}"
LOG00031804,U000012,stage_clear,2024-09-16,"{""stage"": 172, ""stars"": 2}"
LOG00031805,U000486,shop_purchase,2024-09-27,{}
LOG00031806,U000308,cookie_upgrade,2024-06-08,{}
LOG00031807,U000414,stage_clear,2024-09-24,"{""stage"": 111, ""stars"": 1}"
LOG00031808,U000235,gacha_pull,2024-08-13,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00031809,U000643,gacha_pull,2024-06-16,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00031810,U000233,guild_activity,2024-08-03,{}
LOG00031811,U000585,gacha_pull,2024-10-12,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00031812,U000827,gacha_pull,2024-08-02,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00031813,U000572,stage_clear,2024-09-25,"{""stage"": 47, ""stars"": 3}"
LOG00031814,U000215,stage_clear,2024-06-24,"{""stage"": 421, ""stars"": 3}"
LOG00031815,U000048,stage_clear,2024-07-30,"{""stage"": 437, ""stars"": 1}"
LOG00031816,U000383,shop_purchase,2024-07-14,{}
LOG00031817,U000762,stage_clear,2024-08-31,"{""stage"": 281, ""stars"": 2}"
LOG00031818,U000531,shop_purchase,2024-10-27,{}
LOG00031819,U000372,stage_clear,2024-09-23,"{""stage"": 24, ""stars"": 3}"
LOG00031820,U000177,pvp_battle,2024-09-25,"{""result"": ""lose""}"
LOG00031821,U000955,stage_clear,2024-07-27,"{""stage"": 318, ""stars"": 3}"
LOG00031822,U000862,pvp_battle,2024-09-09,"{""result"": ""win""}"
LOG00031823,U000156,stage_clear,2024-06-07,"{""stage"": 486, ""stars"": 3}"
LOG00031824,U000888,pvp_battle,2024-10-10,"{""result"": ""lose""}"
LOG00031825,U000492,guild_activity,2024-06-14,{}
LOG00031826,U000934,stage_clear,2024-07-15,"{""stage"": 67, ""stars"": 1}"
LOG00031827,U000239,guild_activity,2024-07-07,{}
LOG00031828,U000196,gacha_pull,2024-09-09,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00031829,U000250,pvp_battle,2024-10-25,"{""result"": ""lose""}"
LOG00031830,U000731,stage_clear,2024-09-29,"{""stage"": 57, ""stars"": 1}"
LOG00031831,U000471,gacha_pull,2024-10-29,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00031832,U000940,guild_activity,2024-09-17,{}
LOG00031833,U000665,gacha_pull,2024-10-25,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00031834,U000437,gacha_pull,2024-10-08,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00031835,U000781,cookie_upgrade,2024-06-23,{}
LOG00031836,U000851,pvp_battle,2024-07-19,"{""result"": ""lose""}"
LOG00031837,U000828,stage_clear,2024-10-31,"{""stage"": 485, ""stars"": 3}"
LOG00031838,U000938,cookie_upgrade,2024-11-03,{}
LOG00031839,U000287,gacha_pull,2024-08-04,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00031840,U000733,pvp_battle,2024-06-05,"{""result"": ""lose""}"
LOG00031841,U000100,guild_activity,2024-10-23,{}
LOG00031842,U000773,gacha_pull,2024-09-29,"{""pull_type"": ""ten_pull"", ""got_epic"": 1}"
LOG00031843,U000356,guild_activity,2024-07-07,{}
LOG00031844,U000978,stage_clear,2024-06-08,"{""stage"": 79, ""stars"": 1}"
LOG00031845,U000896,stage_clear,2024-07-13,"{""stage"": 113, ""stars"": 3}"
LOG00031846,U000901,gacha_pull,2024-09-09,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00031847,U000717,stage_clear,2024-11-12,"{""stage"": 490, ""stars"": 1}"
LOG00031848,U000060,guild_activity,2024-06-16,{}
LOG00031849,U000542,cookie_upgrade,2024-07-03,{}
LOG00031850,U000478,cookie_upgrade,2024-11-02,{}
LOG00031851,U000102,guild_activity,2024-11-04,{}
LOG00031852,U000582,gacha_pull,2024-11-16,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00031853,U000481,pvp_battle,2024-08-08,"{""result"": ""win""}"
LOG00031854,U000873,stage_clear,2024-10-21,"{""stage"": 450, ""stars"": 3}"
LOG00031855,U000325,cookie_upgrade,2024-11-06,{}
LOG00031856,U000061,pvp_battle,2024-06-24,"{""result"": ""win""}"
LOG00031857,U000492,guild_activity,2024-06-09,{}
LOG00031858,U000279,stage_clear,2024-10-11,"{""stage"": 128, ""stars"": 3}"
LOG00031859,U000315,stage_clear,2024-06-28,"{""stage"": 339, ""stars"": 2}"
LOG00031860,U000315,shop_purchase,2024-10-08,{}
LOG00031861,U000413,cookie_upgrade,2024-11-20,{}
LOG00031862,U000317,stage_clear,2024-11-25,"{""stage"": 71, ""stars"": 2}"
LOG00031863,U000938,guild_activity,2024-08-09,{}
LOG00031864,U000643,pvp_battle,2024-09-08,"{""result"": ""win""}"
LOG00031865,U000643,guild_activity,2024-07-19,{}
LOG00031866,U000169,cookie_upgrade,2024-10-03,{}
LOG00031867,U000474,stage_clear,2024-10-20,"{""stage"": 120, ""stars"": 3}"
LOG00031868,U000188,gacha_pull,2024-10-26,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00031869,U000893,guild_activity,2024-07-28,{}
LOG00031870,U000844,cookie_upgrade,2024-07-28,{}
LOG00031871,U000454,cookie_upgrade,2024-11-08,{}
LOG00031872,U000112,stage_clear,2024-11-20,"{""stage"": 296, ""stars"": 3}"
LOG00031873,U000957,cookie_upgrade,2024-06-23,{}
LOG00031874,U000875,shop_purchase,2024-08-12,{}
LOG00031875,U000929,pvp_battle,2024-07-12,"{""result"": ""lose""}"
LOG00031876,U000909,cookie_upgrade,2024-08-11,{}
LOG00031877,U000910,shop_purchase,2024-11-18,{}
LOG00031878,U000866,stage_clear,2024-09-10,"{""stage"": 499, ""stars"": 3}"
LOG00031879,U000664,pvp_battle,2024-11-21,"{""result"": ""lose""}"
LOG00031880,U000721,cookie_upgrade,2024-10-26,{}
LOG00031881,U000447,stage_clear,2024-07-28,"{""stage"": 464, ""stars"": 1}"
LOG00031882,U000199,stage_clear,2024-09-29,"{""stage"": 245, ""stars"": 1}"
LOG00031883,U000866,pvp_battle,2024-08-02,"{""result"": ""lose""}"
LOG00031884,U000872,stage_clear,2024-07-25,"{""stage"": 369, ""stars"": 3}"
LOG00031885,U000618,guild_activity,2024-11-27,{}
LOG00031886,U000171,cookie_upgrade,2024-09-14,{}
LOG00031887,U000671,stage_clear,2024-10-17,"{""stage"": 1, ""stars"": 3}"
LOG00031888,U000719,stage_clear,2024-11-05,"{""stage"": 70, ""stars"": 2}"
LOG00031889,U000346,cookie_upgrade,2024-08-30,{}
LOG00031890,U000264,pvp_battle,2024-07-18,"{""result"": ""win""}"
LOG00031891,U000444,pvp_battle,2024-06-29,"{""result"": ""win""}"
LOG00031892,U000488,cookie_upgrade,2024-07-08,{}
LOG00031893,U000719,guild_activity,2024-06-03,{}
LOG00031894,U000859,pvp_battle,2024-09-10,"{""result"": ""win""}"
LOG00031895,U000386,shop_purchase,2024-10-08,{}
LOG00031896,U000324,pvp_battle,2024-11-09,"{""result"": ""win""}"
LOG00031897,U000750,pvp_battle,2024-11-25,"{""result"": ""win""}"
LOG00031898,U000392,gacha_pull,2024-11-22,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00031899,U000933,gacha_pull,2024-08-12,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00031900,U000506,shop_purchase,2024-09-19,{}
LOG00031901,U000748,cookie_upgrade,2024-10-18,{}
LOG00031902,U000689,shop_purchase,2024-06-18,{}
LOG00031903,U000506,cookie_upgrade,2024-07-11,{}
LOG00031904,U000805,stage_clear,2024-07-26,"{""stage"": 246, ""stars"": 3}"
LOG00031905,U000714,shop_purchase,2024-10-12,{}
LOG00031906,U000682,stage_clear,2024-10-26,"{""stage"": 438, ""stars"": 3}"
LOG00031907,U000886,stage_clear,2024-07-19,"{""stage"": 170, ""stars"": 1}"
LOG00031908,U000503,cookie_upgrade,2024-11-19,{}
LOG00031909,U000742,stage_clear,2024-09-06,"{""stage"": 111, ""stars"": 3}"
LOG00031910,U000462,guild_activity,2024-06-10,{}
LOG00031911,U000788,pvp_battle,2024-07-06,"{""result"": ""win""}"
LOG00031912,U000791,pvp_battle,2024-09-14,"{""result"": ""win""}"
LOG00031913,U000148,stage_clear,2024-08-15,"{""stage"": 333, ""stars"": 3}"
LOG00031914,U000035,stage_clear,2024-08-31,"{""stage"": 316, ""stars"": 3}"
LOG00031915,U000418,cookie_upgrade,2024-08-29,{}
LOG00031916,U000873,pvp_battle,2024-09-13,"{""result"": ""win""}"
LOG00031917,U000369,stage_clear,2024-10-07,"{""stage"": 101, ""stars"": 1}"
LOG00031918,U000943,pvp_battle,2024-07-14,"{""result"": ""lose""}"
LOG00031919,U000716,gacha_pull,2024-09-27,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00031920,U000386,pvp_battle,2024-10-20,"{""result"": ""lose""}"
LOG00031921,U000216,stage_clear,2024-06-13,"{""stage"": 115, ""stars"": 3}"
LOG00031922,U000433,cookie_upgrade,2024-11-07,{}
LOG00031923,U000766,guild_activity,2024-09-09,{}
LOG00031924,U000222,gacha_pull,2024-06-04,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00031925,U000302,stage_clear,2024-10-27,"{""stage"": 21, ""stars"": 1}"
LOG00031926,U000943,cookie_upgrade,2024-10-14,{}
LOG00031927,U000486,shop_purchase,2024-11-18,{}
LOG00031928,U000872,guild_activity,2024-10-10,{}
LOG00031929,U000373,guild_activity,2024-06-27,{}
LOG00031930,U000451,guild_activity,2024-09-29,{}
